PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,JobSatisfaction
-0.3209406356478609,1.4076358751777496,-0.43227000300058604,1.9613703833767973,0.30748157756084327,-0.8622195720373543,1.1102075162267662,0.23230381535620184,3.25139919745162,-0.027800078413569705,2.1945461629609886,0.09289972180505839,-0.8848405725083196,-1.0636578529176226,0.21403458644217505,1.1942933704370666,1.8684743876199572,-1.0316406181532454,0.3752845588297507,-0.3193583712520578,0.07495372286225781,-0.3050654589246831,0.4391156320239307,0.6306252058434582,0.21685484386116669,-0.6623579627291898,4
0.5761139924661288,-0.9138233257175243,-1.1406306588560133,0.04228265861053218,2.212431045243175,1.0235995969257061,0.5420535364630452,0.8995675595687258,-1.5216449752210623,0.6736758713079608,-0.2758915798225741,-0.39579347155155914,-2.463653691584557,-0.020846524545232874,0.5631782307275741,0.019222963724737842,-0.9927009916750112,-1.1964486764807494,1.0031150445688872,-0.8593633360455474,0.5578271860102543,0.5083326315668277,-0.6196697649222305,-0.37363191328526335,-0.26726997976073896,-0.18691635358538097,2
-2.4950431391130428,1.183747483703071,-0.8225850671895191,1.4894224490271633,0.10292808857297256,1.3232596733284003,-0.5862539446707858,-0.9171005596294044,0.547730014923931,0.6962530764736603,1.2896770407908804,-1.9116364305103324,0.9207218661353075,-0.628680859455183,1.384167608993319,1.233565942500059,-0.010617478192218399,0.16764624104396653,0.21666938917037334,0.1585072194059069,0.03213899000179474,-0.34957867755212824,0.2784541829990331,-0.343636338279528,0.7156224895619091,-0.6149765829038716,3
-0.876738944848187,-0.6036221922589137,-1.2109479103967045,1.3832724327045087,-1.1265547532608204,0.6912872847964904,1.0089037907164946,-0.5581919980383103,-0.2847326174633516,-1.093379435403293,0.15233324759531439,0.270148422888485,0.13895758655614351,-2.2077866178201226,0.25622949859357347,-0.7004207042863296,-0.6840268792936876,0.6069638068996575,0.2278547873244815,-0.8217983794377206,0.28003470488186516,1.7192052535627023,-0.11010796750901926,0.6851236305410378,0.7987058990661873,0.2338475339216402,3
-1.9000643972751812,0.6644461931404072,-1.241406895158104,1.3725381184755774,-0.5888614019732601,0.8670268832571264,-0.5560953537827482,0.5244725998250757,-0.11855482771748724,1.3143162257313319,-0.7437215360142717,1.3375926027661629,-1.9353884498969693,-0.21667186120160858,-0.7624857706106098,2.625472621662585,0.4881723945044207,0.21603868328647735,-0.8803851870372457,0.5404677404291606,-0.5492813717030666,0.17111900553439247,-0.6730821843611604,-0.5224211063195241,-0.01010391461007095,0.17737383225920098,2
-0.6627397222702566,-1.783239658770584,-1.1382388847689753,2.1874816543068767,-0.4248468232256936,0.3025071248766444,0.8483848020916805,-0.19553116510383908,0.9042232102669454,-0.243868775809559,0.8889077832833966,-0.7864886796518602,-0.417229454449205,-0.07219515696644749,0.91330538002592,-0.22384701248057745,-0.3704008122465147,-0.1652305262946684,0.1584571775857243,-0.7704098930407451,0.9182349081235812,0.2924189845817602,0.09930682001552393,-0.6574503302375908,-0.5027184857283599,0.09162964406698841,4
-1.3164342153700528,2.122722966398478,3.0356231667700944,1.7143810785254487,0.9811232574166491,1.864444325443526,-0.22358165814069805,-0.8072796160072135,0.45933434230550024,-0.9782916487105772,0.27981597342144365,0.6059967495091838,-1.4105123104156247,-0.369890260100114,1.710585253463123,0.21408144591776537,-0.7460529004613252,0.20815192302280228,1.7921179201982014,0.8224862728576743,0.16755810546752523,-0.18442411951774468,0.43813900973603553,0.545475680824444,0.13058357775459944,-0.27155342548287575,1
-2.9817373771786184,-0.3720193990983208,0.486584745941398,1.0711721806470198,2.3278410889363017,1.734502572010507,1.5751498042790792,0.6229580462816201,-0.9354799749943788,0.2558451248371198,0.771388829299797,0.3183810492761374,0.9792276339154402,0.31299697878789645,1.3190464073613393,0.3565957801889032,-0.36394831182591725,0.3743267196732316,0.13104824684374533,-0.7181666614909379,-0.2508733704527358,-0.6172086169270846,0.10634927195651425,-0.5685027437649166,-0.2389736125263662,0.28369115995702315,3
1.092116136125775,-1.1413784174420247,-1.3178398708228527,-0.3356583372262503,2.4652380574220896,-0.48620098930451144,0.8740545727082746,-0.9284388499799104,-0.8192591826912761,1.0063967669002905,-0.2870764719911038,0.3499939241696594,0.8392634864498396,0.4660511919182847,2.242548932392274,-0.4960071339969489,-0.6043026684710152,-0.7500494017094429,-0.5288526946364153,-0.8792016923858021,0.9153338772909738,0.11736130282842856,-0.1096206855185446,-0.435344833570102,-0.8752253877606314,-0.470309817492218,3
1.2067802755202786,-0.11152725233524721,2.1762129024231207,1.4376489148660279,0.0039912211654497,0.27681801170798925,1.4278826271884022,1.2938842477364518,0.456695246321543,0.1752423632727436,-0.4113122964727187,-0.2312185705298359,0.2514959415097475,-1.6854805804442892,1.5021651012331327,1.5424752867909606,0.48104765805475913,0.8067375231012491,-0.5100108214590274,0.6569173170560534,-0.2844402729356644,-0.09988806748619604,-0.24586859654264775,-0.49106484851299714,-0.2806752472030437,-0.01988891812007891,3
