PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,JobSatisfaction
4.025910536889213,-1.7106794495048636,-0.8618811433382931,2.207232793410207,-0.1844040400019141,0.8507375025323599,-1.2367652487357144,-1.8310065051093867,1.049347302514448,0.10129497980520044,-0.1926294050070346,0.9890689891844522,-1.9456200499879146,-0.3970656964910081,4
0.04785138582769062,0.4795361577235827,1.284315597331542,1.1120443495961267,0.27361634385587935,-0.19241941919792416,-1.5336901186226506,0.7879263858880152,1.0503057298780423,0.12839616197929124,3.4889710149960975,0.4489834846669263,0.49075407372138635,2.6863024741877846,4
1.8672504947726378,-1.5015783237413063,2.122311727965843,-1.9314443627856583,-0.6863588228134685,-3.157755162673944,0.9701509025315587,0.02693587075724973,-1.0564219150068237,1.6700425071197484,0.9142884042720223,0.13308697255093566,0.2548409272255057,-0.5449305414233448,1
-0.7714110128294644,-0.760162094130003,-0.25922074911012244,1.634237949002018,-0.2632356350296723,-0.3886282637112685,0.11386393188650393,1.803266807949401,-0.5015993648974921,-1.034972704188232,1.8627675091924787,2.077303072875432,2.6169676313352945,-1.3706713412689495,3
1.4754775807708598,2.1791364479868736,-1.7538981219210132,-0.918985423080099,-0.8335214752030061,-1.2597552228116493,1.0035819974833255,-1.0688151846478795,0.23178610922375487,0.40426727368067394,0.11460789027957469,-0.4223464771328234,-0.635197931834495,0.9100653470865978,3
0.17018652257754127,3.262114612609769,-1.5763517784303518,0.7806874926988023,2.648677294848807,0.6972535264491945,0.21834388690192089,2.3456927089249855,-1.7386615268687178,0.33684636402645324,0.3691288034838627,0.18555584107674414,-0.39991637750998155,-0.23984201754439183,1
-3.1707622923701373,-1.0659601275470383,-0.9395180759284371,-0.5033529372469312,-1.4591106340628797,0.09865823863299304,-0.12403824892556842,1.6235902857211928,1.0498795246031298,-1.614790323286468,-0.1433271325143669,-1.3928899910950494,-0.7669916712296463,-1.1416222119658308,3
3.7096989623062497,-1.3699819567688256,1.0941463740282986,0.07195762078099865,-0.8134149382230927,2.7311591616210493,-0.8745152976639381,-1.1657035910534683,0.7626689808168325,-0.08700144439256222,-0.7059956466351643,-1.6607883976169293,1.8942526515845546,0.042072431044552674,1
1.1289892798565249,2.016118885900431,-0.6501275472241201,-1.3261901472854587,-0.21498493519748424,0.8217776364930515,-1.1221210745368642,-0.4733551207583715,0.33951588392350035,-0.30404397574817793,0.6754433621428211,-0.025077281973907038,0.752257822108688,1.3070469024822686,4
-2.818714157884859,-1.2391246185851406,-1.1751377597518318,0.10674089669153132,0.14540551390359593,-0.4920067467850212,-1.1122863211394134,-1.7177858360496774,0.041584996256884124,0.04885488300010924,0.5408730200024261,-0.5833381316182066,1.5404100482965368,0.2737855320190932,4
