PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,JobSatisfaction
-0.3209403377905528,1.4076569384178281,-0.43223259648253487,1.9613305224340836,0.30735264600285706,-0.8620759916684497,1.1099722582282883,0.23226472372284776,3.2517475545919488,-0.027633659489081936,2.1950093665418593,0.09226885570735582,-0.8858059739407091,-1.0635982220537912,0.21398607705820732,1.1958428924114628,1.8667962259064141,-1.0335585514902204,4
0.5761141583486298,-0.9138092237118259,-1.1405986833940889,0.04225411036347986,2.212355643158995,1.023710475912645,0.5419162234891748,0.8995258173555052,-1.5213952198613112,0.6738161514852679,-0.27561948945403325,-0.39619326755557344,-2.4642812736953266,-0.02079509653066409,0.563108030583573,0.020082881724426203,-0.9937430654413403,-1.1975974209585527,2
-2.4950433674355375,1.1837343002525844,-0.8225870190542824,1.4894417723833855,0.10299374471032666,1.323212750876634,-0.5860935484504785,-0.9171147165866596,0.5475730210009719,0.6962037721043675,1.2893751152740658,-1.9113452483191744,0.9212530157158556,-0.628711545521809,1.3841457267711872,1.2324863373354895,-0.009573096987253383,0.16890322680378592,3
-0.8767389138613085,-0.6036229196056536,-1.2109488229457601,1.3832749357447793,-1.1265177457346658,0.6912639231831001,1.0089087324307702,-0.5582009576617137,-0.28473366618963947,-1.0933679932687372,0.1523177377889164,0.2701587626967432,0.13899646106081764,-2.2077348312769787,0.25621764137707376,-0.7005686866020351,-0.6839046250101216,0.6070500683556872,3
-1.9000643146188543,0.6644470219869403,-1.2414102107990501,1.3725375625248661,-0.588807809349113,0.8669963134363585,-0.5561229183024378,0.5244736055629496,-0.11854597531365234,1.3143318636067276,-0.7436856487985346,1.3376115616012858,-1.935410333617447,-0.2165787533590699,-0.7624987552658088,2.6255143316545286,0.48804050993850717,0.215641848845036,2
-0.6627396314513324,-1.7832402281814135,-1.1382516928061848,2.187477852529118,-0.4247383981126378,0.3024502959354681,0.848361795094705,-0.19550430909281014,0.9041779269278644,-0.24387547147524943,0.8889228360990105,-0.7863903850871274,-0.4172116769683309,-0.07205831997575188,0.9132808580356584,-0.22396391686744174,-0.37042746258564924,-0.16583114408389688,4
-1.3164340248842525,2.122731955913208,3.035635004264062,1.714363076753826,0.981132733043999,1.8644680522485,-0.22370205738036303,-0.8072937829215117,0.45948290129283326,-0.9782098132744209,0.280035703071678,0.6057545059373101,-1.4109296778104754,-0.3697616820851994,1.7105457491241645,0.2147193996144593,-0.7468677043232095,0.20667031840515282,1
-2.9817372382628298,-0.3720119059491164,0.4866036531218566,1.07115763026732,2.3278308142626667,1.7345405251159731,1.5750603541800592,0.6229166528318898,-0.9353148105497425,0.25594784839316276,0.7715684973792594,0.3180808353768742,0.9788567175590842,0.3130902632501143,1.3189992903830021,0.3570754450241949,-0.3646215859334204,0.3734537545854517,3
1.092116073752809,-1.1413735821868534,-1.3178241387920624,-0.33565575505887063,2.4650665066726707,-0.4861068915458333,0.8740374916914356,-0.9284651838407761,-0.8191602938013786,1.0064171971553335,-0.2870099436587441,0.34976881642622626,0.8390508467264012,0.46586532860967544,2.2425921460423566,-0.4954922429996707,-0.6046050843880264,-0.7496655416019535,3
1.206780246076666,-0.1115340265280987,2.17617821686715,1.437662849930158,0.0040710969746505414,0.27672987049452946,1.4279311088620867,1.2939516573961467,0.4565001942236714,0.175124307502006,-0.41143364826857287,-0.23088594402746868,0.25183181003986227,-1.6854765188675653,1.5022179163307992,1.5420981875571027,0.48154918282503617,0.8070300343493435,3
-1.5376709153220143,-0.7594509438399976,0.7512537664894179,1.4073584602405829,-0.6312703522696905,-0.285051934117309,-1.3856997222677228,2.0195340740215864,-0.7523044148028872,-0.7589651053857743,-0.3991162649295439,1.4156570174037733,-0.25297756784727754,-0.7665938366715941,1.2882722441897532,0.1586734882372031,-0.8490035766905533,-0.13913849413518387,2
-0.28945511818262226,-1.6966577395418823,-2.5175767029598677,0.2504355289891286,-0.3823717059712933,-0.12464787523113566,0.803002316783103,0.3103200864735864,-0.47639301686834656,1.3297129921603592,-0.8180305761425032,-0.14330033593114222,-0.011471140098257962,0.2793002571931719,1.5986010272422555,-0.12817740654996027,-0.709173025618571,-1.1862486971089503,3
