PC1,PC2,PC3,JobSatisfaction
-0.2996207477159287,2.461186243019038,1.5577992499580824,4
0.16957155216609626,-1.6329548503054339,0.507201401871688,2
-3.084151953858598,-0.8550352559414609,1.3511597804170101,3
-1.148999531489829,-1.2137034506226625,0.6685172968902225,3
-1.9956223835429778,-1.3329368843947171,-1.3661252394626155,2
-1.2313124977698133,-1.2663385658725248,2.7738365784920567,4
-1.3737168134530877,-1.826973493060463,-3.293423059417566,1
-3.0764673444688846,-1.2710619430914223,-0.7329747559146133,3
0.8567283912246668,-1.3915059187827894,3.0726408485681636,3
1.1316338667370487,-1.3294643279363596,-1.967445618818176,3
-1.6874748815235132,-1.3128500723199545,-1.564638703447637,2
-0.7703931911446945,-1.0615980750671388,2.3929179352601375,3
-1.8645113369611659,-1.2631036265676345,0.07013408880797163,3
-2.32627193232634,-1.2344785374893106,-0.8550966986793901,4
-2.6231135408705906,-0.7048193644020552,2.1978833119797003,3
1.86436353960173,-1.4575263887576604,0.2187744560094419,1
-1.7684403086712444,-1.283269524382368,-0.546897885676503,2
-3.2218467043008574,-1.215725561335445,-1.1097397388828327,4
5.6877118151091635,0.6248184501558843,0.021840921411140912,4
-1.9435569309452292,-1.1452897810190639,1.572772492560673,4
-1.5060036858723866,-1.1897924589046476,0.03706240798891788,3
-1.7311694420102397,2.2542193378197326,1.7827039221537995,1
2.2902120797654777,-1.3512463071097514,2.281642862140337,2
-3.6368203322612307,-0.8605457242382641,1.4324810115305016,4
-2.3595609851868367,-0.9900560742428964,1.8435043314535742,1
5.6272140256433545,-1.5564025395741505,0.24357621675331118,3
-1.3581139170643557,-1.0371845672526772,3.6838425019738064,1
1.1542609666897992,3.5276561131139634,-1.271282668408879,2
3.8785327812980848,-1.4278332707479275,-0.17354690311643395,4
3.340178177288137,2.3546314297886,1.1038373830949306,1
-2.5738392532178387,-1.1796586641226379,0.9291646411882937,4
-0.3694861482203457,-0.8002251558774077,-0.7430028279864558,4
-1.58546000412318,-1.197525291197486,1.6867804219627685,3
-1.5361987324994733,2.5036032067579184,-0.9271138629728845,4
-2.893191504038118,-1.0467620828397692,-1.016547508929575,4
-1.4124839403045593,-1.5585860938904585,-1.0444816895825826,3
-1.782850402178226,3.756419662851605,-0.46288563061829935,3
-1.7944871364750739,3.56596169073619,-1.0955995865354158,4
-1.9682417544701225,-1.1793336233105602,-1.4367428503075914,1
-0.18827772739757234,2.228081037014099,-1.159530476455747,1
-2.9497500810772674,-1.0389102205594982,-0.6022129576298251,4
-2.866295360428595,-1.012024644486255,-0.2915966376796517,1
-3.443052032351107,-0.6107225292813684,1.9077364236441328,3
