PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,JobSatisfaction
-0.320942321311243,1.4076142006162546,-0.4325165975789913,1.96195707027921,0.3075118885695069,-0.8630323835443116,1.1101811901773142,0.23324335556022285,3.2506679514049854,-0.027693848223619474,2.1947870891925403,0.09249611912344737,-0.8848412916490249,-1.0640023679797583,0.21463080826560435,4
0.5761158510369767,-0.9138543933460371,-1.1403857199128058,0.04176544194117329,2.2125128157544443,1.0244501421459713,0.5419141564545711,0.899768350736518,-1.521684724582663,0.672904610791147,-0.2763657757928874,-0.39583290824608225,-2.463166326374364,-0.02087027759477901,0.5642278972163609,2
-2.4950441113852126,1.1837336826904086,-0.8229097952230221,1.4899764344631734,0.1031321187165626,1.3223668351051556,-0.5858176277521877,-0.9163770133075176,0.5471356999132939,0.6961330008907309,1.2897450834390662,-1.9120432138750623,0.9209316870766497,-0.6290975556265871,1.3849807889005492,3
-0.8767375737722902,-0.6036618949806827,-1.2108780215853714,1.3830432855886348,-1.126319650360236,0.6914972317524669,1.0088917017810042,-0.5576068210870334,-0.2850849908744398,-1.0943667226864655,0.1516953916425918,0.2697722557217322,0.14006762278963708,-2.2081488857621654,0.258462275169765,3
-1.900065601758037,0.6644484798915286,-1.2415466433500517,1.3728709261943348,-0.5889049576642291,0.8665250009349171,-0.5560963258388778,0.5246190627393136,-0.1187700331343405,1.3145995870499403,-0.7434930447755643,1.3374463965143646,-1.9355187997847076,-0.2167747620537737,-0.7627765611900674,2
-0.6627407665594294,-1.7832112554199242,-1.1382896982436086,2.1876345887557505,-0.4250209053806309,0.3022914208431634,0.8483703742857889,-0.19605181033016922,0.9045364042686831,-0.2431729011349122,0.8892803599112875,-0.7862309942074999,-0.41785684707675025,-0.07193017165571237,0.9117784639627876,4
-1.3164371921356426,2.122728856998429,3.0352559530914687,1.715243569657949,0.9810199171646848,1.8632484841751797,-0.22349854213071246,-0.8068218728242389,0.4588272376191566,-0.9775028057298464,0.2804861492717719,0.6057367286845058,-1.4111494219379628,-0.3701000428777027,1.7096880875662848,1
-2.9817396037758064,-0.3719991446711164,0.48644182402399777,1.0716317293422246,2.3275897513253403,1.7340553006719484,1.5750823235190992,0.6228293714182052,-0.9355214831046936,0.2567680034606083,0.7721658579563564,0.3185080661499673,0.9781171907576345,0.3130702670849173,1.3170623514953965,3
1.0921164485304222,-1.1413626692520606,-1.3177160633130396,-0.3358634225371073,2.465145457045624,-0.48582411213405474,0.8739196925731396,-0.9288119319351958,-0.8189259830319945,1.0065639900710983,-0.28696906696528285,0.3502422377563158,0.8389231541245743,0.4662488778719115,2.2419183742885482,3
1.2067814219063129,-0.11151413625602578,2.1763346609836036,1.4373156199862551,0.004031173246215694,0.2770816411069237,1.4278168468420664,1.2933654192578916,0.45707884223430145,0.1750849268668675,-0.4116815889184929,-0.23103639758997155,0.2519579368071822,-1.6852582543336565,1.5026126477746444,3
